Unique ID,Lap_Time_Seconds
1949215,70.716
1598167,70.462
555883,90.812
987053,76.957
2205992,98.777
1376950,86.974
1834793,109.436
2230484,81.999
2096664,73.984
1894193,89.794
540764,86.735
754445,76.192
1359105,92.83
1030609,82.696
2205326,98.494
1829750,103.638
638619,75.531
327666,78.569
2064949,76.343
1897968,94.839
1287994,91.533
601541,77.767
440950,88.636
2130770,83.044
1196015,76.909
1385230,107.919
1461882,85.678
2157230,96.43
45989,106.426
2595684,89.196
1972233,79.172
1157330,89.272
2608850,79.738
942678,80.495
1841757,90.55
1860719,96.186
2372309,77.509
113447,96.543
682637,74.336
592338,83.283
1893521,78.102
43901,74.914
1487151,105.542
1189111,77.014
443693,85.591
77381,73.416
1897378,78.378
1191023,79.67
540887,82.847
1603261,96.242
1938572,96.777
2522279,91.228
982680,95.696
524509,79.078
1907127,101.965
1278595,102.719
2503242,78.186
520238,99.444
1514792,107.795
1770463,90.012
362039,104.376
1028273,98.096
2619377,79.987
1692578,107.544
880189,72.156
2269401,102.825
2725758,91.584
618324,78.878
282875,103.096
2603340,74.149
2525955,106.02
957202,94.444
1602351,108.887
2491003,93.994
1821350,106.431
965082,95.279
2032174,86.414
1135766,91.481
1732486,83.843
1177788,90.13
2155908,105.689
1421748,109.034
2277909,107.713
2318690,75.393
2654019,103.883
605322,98.525
82083,79.669
1571004,107.734
2539587,75.548
1633964,90.447
306381,75.132
2606191,105.188
1792058,107.734
1065266,86.63
2056712,89.03
1256745,106.431
2461149,88.611
783094,109.388
789193,78.809
632576,87.651
128527,106.304
328607,86.678
2352140,75.111
2420356,74.72
406192,82.491
534700,109.392
1615706,96.753
2559006,79.114
2333766,88.111
2449873,84.361
2287296,98.314
947589,82.036
753730,97.171
2282788,92.761
1902651,85.626
760278,93.003
2051731,81.529
626524,102.241
1808787,75.123
240510,78.866
1683771,101.735
907367,87.068
1953781,82.992
39594,76.98
50304,85.501
1956392,89.715
132569,85.502
410641,75.941
187403,93.368
2383678,88.862
1829388,73.239
1102801,90.026
441188,74.525
1708163,97.647
1273871,79.747
1944726,79.103
2331373,76.437
2373791,109.608
2385082,72.681
2367800,74.19
72629,81.154
1649413,87.702
729214,94.143
1994185,85.234
1655817,103.972
1293368,103.238
1370304,86.237
2601275,80.406
593299,105.002
2346469,74.571
2346422,76.83
1666819,109.011
1602275,97.196
1813890,98.197
2087253,91.726
812604,80.595
2074312,102.659
1789834,76.304
1567428,91.857
1186895,83.118
2326438,93.221
2597099,76.797
1740469,86.061
2171319,96.236
1063701,75.365
70356,103.385
391004,86.281
1890519,78.241
228646,87.101
1430906,96.579
1960750,105.145
1895997,107.813
1088261,97.758
87287,73.583
2051510,80.356
2447173,102.055
573597,76.283
2300761,97.41
1931081,102.717
615614,107.582
1981952,97.588
1115030,89.986
1649085,83.704
1539522,109.013
2676018,70.397
2449953,104.744
2216829,105.516
25625,78.655
1874883,77.01
918783,102.53
1186015,90.622
2596454,100.227
2277159,78.014
939576,100.824
842003,80.847
787009,82.691
2477762,74.297
1676573,107.9
33003,78.051
648123,73.015
1614862,89.423
749888,108.949
2713190,89.267
2436807,92.408
1500838,80.414
1795508,81.713
441123,108.51
2238013,90.639
786128,72.368
2116243,103.271
904313,84.474
1892804,79.109
1886216,78.174
1212984,71.259
2538639,105.006
1402456,93.574
617430,70.2
381680,82.05
1746898,96.036
2163332,89.534
586111,87.851
1883799,72.741
2125588,75.15
2464094,93.84
2701719,95.279
1064470,96.486
1519131,73.182
2484463,97.107
878127,108.654
971068,91.229
123478,109.207
1518613,95.386
1620759,99.687
710504,74.416
1201614,73.222
1733411,82.04
1518286,75.323
1991799,73.771
198264,83.806
1475995,88.004
1400206,99.924
460166,92.857
161730,109.195
954202,89.391
390045,72.349
2526301,95.972
2479751,91.489
1315655,83.283
1557284,94.621
1825910,98.985
1077859,91.864
1210065,77.97
1284656,83.874
1322358,91.88
2595585,76
2416565,72.149
2634014,79.933
293975,91.05
627932,81.038
905278,100.62
1430624,79.715
1395254,104.009
1157495,71.232
1582934,94.502
648977,105.48
2224734,103.338
368584,80.445
526182,73.494
2637563,81.925
1171852,96.111
313840,107.032
2204214,98.509
1586014,82.846
2025348,96.97
91117,74.818
1725370,95.759
144418,77.418
2264453,73.578
469073,91.566
1142863,71.748
178515,72.813
2534457,95.544
2432675,103.659
2381106,70.047
749517,75.183
1325751,100.172
1015518,93.888
2213805,73.392
1345398,73.66
1194595,70.113
428160,71.116
2098799,80.484
1402439,97.238
1587509,78.308
2327888,107.304
1799477,101.256
2370448,99.067
1826271,105.471
1046934,86.954
457432,85.678
722610,87.363
1332731,101.465
522526,75.515
902567,89.009
1447402,76.716
554451,77.721
2505172,108.26
439862,82.415
981280,85.295
26425,87.112
476819,100.097
1832707,98.224
1792334,104.167
2687210,81.973
1812138,106.169
2342375,101.28
1371844,87.397
1422657,102.063
1188052,83.093
1480690,87.874
1741621,102.514
1415990,98.123
2206709,100.253
2474265,90.513
709275,98.756
464937,96.244
2014751,74.005
922336,82.796
1792252,106.032
2030033,108.146
1376923,84.017
2215297,89.923
421760,73.762
2027227,109.125
489481,88.909
2031554,93.611
2122393,99.186
748119,100.097
2486244,84.685
1859355,95.99
2329016,86.819
1490379,83.908
249790,101.4
859962,86.974
1436863,83.242
464058,107.666
1907198,79.427
209217,89.957
1621376,86.573
1396162,89.466
1513519,73.311
1661607,88.69
1498320,106.155
1663875,109.829
1612860,99.564
2181869,102.151
355110,104.343
1372431,82.171
933398,83.97
446143,86.014
269556,79.578
834455,71.662
1671385,80.973
1118004,106.083
1399466,102.755
2553391,105.506
421849,90.782
1592138,103.491
1455680,91.853
2296478,97.663
1409299,90.54
1494489,107.621
351805,73.837
2637475,101.43
563633,83.362
2532193,79.962
174391,86.145
803170,103.715
665875,104.854
1489241,82.159
322508,108.365
392842,77.428
1691666,107.226
973506,100.218
1726825,80.297
2517152,88.912
1245450,93.319
2001992,103.683
2567365,80.472
413518,100.21
1142927,77.873
1252658,90.283
1230739,76.133
1074866,88.785
1331407,107.382
2728356,87.342
1250547,109.804
693284,75.605
469520,82.993
220713,83.976
357185,77.582
1429891,86.752
257724,84.632
1625245,82.582
1105522,100.201
2437814,80.711
878639,98.042
1647411,73.734
574260,98.175
2081001,80.777
2475520,73.272
2272697,72.539
2733998,105.248
1231410,83.801
2193319,76.824
2461688,80.603
2719405,84.327
1857233,82.762
1492849,109.727
2688822,73.211
1388585,106.83
1837720,73.508
1586680,70.842
1557639,87
739751,81.77
1924439,109.699
816752,101.207
2670226,90.323
136370,100.226
2545807,72.889
390718,102.263
1117383,96.752
1573441,86.737
871614,101.958
1951803,76.551
247033,101.467
1841772,86.123
1981765,97.962
1191191,105.01
1266648,101.613
588481,101.118
1179082,100.958
591742,95.373
1083970,100.572
803241,91.838
1699676,94.823
1436322,87.387
2423519,78.212
1012610,73.229
497159,108.876
721811,74.644
465547,86.058
2117008,84.435
577423,109.778
2596763,98.471
290872,105.551
576506,106.721
627678,93.969
2389394,82.693
1759916,78.037
2211967,96.683
1172537,94.068
135563,86.727
2292078,100.66
301800,72.136
1567438,81.529
1682967,85.049
448993,86.848
1662089,74.9
444892,103.478
1184966,100.979
1212789,71.632
1605974,94.485
2354387,79.411
1832737,81.236
1041049,96.666
2450311,83.74
1447771,98.424
1950966,103.974
2336894,73.488
1624019,77.675
350734,84.138
742767,91.361
1066005,102.633
2429800,93.024
964178,86.177
2271648,94.029
1918945,104.387
538149,96.956
1691496,90.83
1030634,102.779
2351570,70.835
889366,90.666
1395228,74.757
1238937,98.38
740244,74.056
658753,79.458
636062,74.052
1997682,104.347
2114038,101.517
804216,102.891
988800,74.009
1804465,91.737
91976,89.911
1667181,99.722
840447,88.806
2214927,92.736
398439,85.979
1396980,81.305
1415609,103.715
2158784,83.596
2644506,85.01
2539923,94.79
2228684,100.056
556493,83.625
739903,78.158
251742,92.211
630165,83.571
2072032,108.873
175792,101.838
1026458,83.91
1862405,80.864
1649427,105.975
2396793,71.443
694692,107.274
2392781,93.24
2016648,76.424
2299646,108.121
396196,90.893
871042,77.618
537043,101.149
1714470,84.632
885011,80.356
2016562,73.535
1925024,93.551
260301,79.86
622500,79.543
42844,82.809
870616,88.258
256267,77.599
1951705,82.421
2308776,103.403
175149,83.992
471827,85.159
483411,97.893
2137993,88.708
1717242,82.794
563149,70.181
396790,71.678
71930,85.228
2219955,98.807
266227,76.173
1028617,85.848
2340067,71.699
2453607,92.241
703180,75.984
373987,102.588
196217,109.658
1228146,76.707
68548,73.32
2387066,90.026
742370,80.622
794589,100.982
246710,88.626
2077671,95.822
1090799,97.586
1722829,106.092
30296,98.696
2387637,82.636
417177,80.26
538024,95.434
2047427,109.388
1806773,76.592
407221,76.863
1791744,101.881
259629,109.829
101134,79.999
603727,94.839
1321578,92.883
2609140,102.285
1884793,88.342
440128,99.715
1170829,89.468
1103568,85.861
2554286,109.007
432599,105.969
1621597,83.411
825108,84.884
269437,109.819
652278,84.273
2374141,106.839
1665252,105.1
729091,76.622
344536,106.94
1167209,71.292
1714839,93.329
1601381,79.443
387008,74.376
451847,92.997
463762,104.356
872208,83.977
2023234,76.116
42629,80.842
2127003,106.868
904155,108.092
2224779,70.467
2674154,78.521
979244,92.721
463116,100.708
1235606,86.936
424859,97.115
2361816,92.549
395568,103.928
1938511,90.012
612415,87.614
1320655,79.615
1315382,109.017
1750404,96.799
2124146,85.607
2653692,104.81
639023,87.866
2398248,86.237
1684437,96.668
2334894,109.088
749161,82.222
663645,99.96
418984,104.015
39129,71.295
1917966,93.691
2015387,86.373
479043,82.361
1000397,91.089
2468883,86.487
1566235,91.697
1474797,96.536
2429432,109.34
674149,84.776
760139,102.878
1455493,71.735
1242587,70.121
2189393,73.977
2077220,90.149
1451782,72.504
1418330,104.607
2247971,100.992
787124,108.128
10688,94.401
2533086,93.564
2136881,109.328
777882,92.768
2338353,99.658
727779,93.039
19074,103.891
897577,87.281
2361153,77.545
1391390,80.239
1238036,102.927
2705093,96.293
2221962,96.822
791122,85.514
1442213,83.618
536911,72.317
651175,86.797
2680334,91.088
919782,99.796
993718,72.249
2636025,77.214
785925,103.768
162747,70.243
2237481,73.08
2471739,86.859
183243,106.386
2069848,77.893
467795,104.312
2287843,91.371
2235086,86.378
1625427,94.693
1434121,91.795
1349449,103.805
1534463,74.309
86648,96.718
213601,78.843
1308099,101.967
2368486,79.634
1175958,73.782
442234,101.897
896462,101.909
1774772,77.543
1780898,78.831
1973340,99.662
1342374,80.11
1734963,79.552
823774,107.521
2654671,105.793
2199483,87.283
320762,107.81
1772164,105.173
1260428,75.125
104739,95.626
1242602,99.984
1002134,107.33
694181,78.989
2384118,71.411
1253372,107.453
355258,99.132
2109273,98.4
684450,97.21
2306414,84.815
2191066,99.814
224984,82.629
198661,101.601
1130230,108.559
329049,79.962
1008762,80.014
2246142,81.778
2314120,104.817
2143142,84.919
1661880,76.797
2574532,85.428
598200,85.801
1985533,92.417
474697,87.387
2643176,74.642
1588185,93.427
2578683,78.085
68829,83.123
1944007,103.719
1302175,81.609
1624017,76.028
821730,99.529
271030,109.755
2725349,75.928
2566489,87.142
61376,82.546
747985,80.839
2395424,98.15
938429,79.598
1793907,86.768
304346,90.165
2731381,88.6
453293,103.251
2350416,96.381
2495626,87.019
1165157,105.892
542475,82.42
642266,72.292
1165566,103.273
1511967,81.794
256910,88.249
2268217,89.692
1817089,103.682
2297288,87.044
152452,75.709
2346913,86.015
1835422,97.992
318960,102.972
769095,71.777
2418858,107.019
656218,103.498
754507,76.848
1095392,88.551
308960,88.865
2018560,80.57
1367198,80.471
579566,90.52
1992068,77.61
1578026,82.863
1364449,71.447
2497290,74.917
2300795,80.441
441248,105.193
1922765,104.272
1969507,89.558
1793782,105.368
2718145,101.882
2620343,80.882
32314,72.041
1035475,76.741
2463901,104.684
1326722,70.834
1815750,99.717
74097,88.978
96469,74.532
2381883,91.85
1621344,99.306
2260168,84.171
2687109,103.354
1010873,73.596
517133,88.897
1941858,105.68
722146,105.336
1582870,90.911
2641052,70.055
298258,79.886
334839,79.509
390778,98.623
883810,108.342
1108510,104.214
552489,105.841
1439169,84.408
1333957,98.342
1505571,73.064
952414,94.89
2644643,82.756
2596234,77.296
2269018,76.645
536672,79.597
764546,83.169
1042717,76.21
1900592,108.827
2523768,108.917
1263391,93.61
289734,79.353
2656601,98.353
2193426,107.559
415912,108.385
951554,106.81
316837,101.736
1594127,82.028
2369886,80.433
2571415,80.604
1797767,90.07
108586,83.317
1331306,101.487
2029052,87.595
1260453,80.685
932202,84.634
647823,85.616
1141774,74.895
1492336,107.88
681447,93.701
2615504,104.78
1528539,77.537
2020898,85.415
1981330,101.688
2525568,71.618
361943,102.158
1585691,82.009
1101889,88.362
1336722,85.815
560247,73.474
184071,89.922
1094147,96.625
516537,96.06
123076,99.681
74262,89.084
1352005,70.525
1287077,99.897
1767194,90.354
2524385,99.211
2599984,85.129
1372927,98.038
1336933,103.928
647986,92.253
2733566,109.833
584271,92.707
1192499,95.566
602603,70.954
1775860,71.714
234326,108.441
2223132,98.958
689470,74.86
128208,101.856
128110,89.78
1955913,99.961
711561,83.292
2420291,94.238
2705920,71.351
1893116,92.832
428521,99.554
2152001,97.861
732558,96.352
889642,80.676
2159628,91.169
609114,87.622
320595,105.052
1988630,107.227
807567,89.697
722914,91.177
834302,80.879
85691,92.258
1749390,70.307
2224011,95.824
2457745,94.964
1292868,86.558
682352,84.982
1238876,109.665
2529841,93.716
186478,91.547
2663752,97.199
2348618,80.445
2399607,86.303
1663892,92.691
687958,73.15
667338,74.069
877349,73.789
2150751,104.406
2610287,107.63
732637,107.372
976613,102.729
117818,98.065
1153315,106.333
840242,95.707
659225,76.688
748196,88.865
124465,100.14
2196306,84.345
1732608,88.685
1457599,87.214
2124942,98.506
2291125,89.297
2241222,85.668
474963,73.393
2605114,73.392
2614998,77.01
1233823,107.661
471979,87.301
285916,102.282
2114757,99.941
690667,99.702
1459045,77.923
1294599,103.659
1326695,92.339
1891107,88.574
889226,106.65
1581771,101.938
2549603,96.059
1150782,91.15
1085963,96.318
638610,109.23
2669187,77.836
1655423,109.984
1526254,93.016
184587,103.981
2603982,89.648
341360,78.714
117558,70.669
676803,107.457
2635764,77.278
1356061,82.456
2424529,84.738
1974910,76.751
2127452,72.15
519717,86.898
2005298,72.465
142619,109.95
2124959,93.385
1837781,79.267
913620,104.741
1733669,102.09
1808619,93.098
295364,79.369
743944,97.778
51059,96.238
2488151,106.192
1403059,108.355
1059210,88.835
1678753,89.363
800599,71.4
2326998,105.795
2261447,100.804
2363261,82.99
796218,104.679
570304,109.487
2285153,99.835
1755280,80.16
2087257,70.783
2461699,97.888
2000026,80.434
2669935,103.295
1998000,98.715
152700,100.99
2065344,108.69
767656,94.604
1254103,76.65
87365,108.845
958955,88.337
1957906,108.952
695974,82.489
501447,99.815
1655801,72.997
1208032,72.072
2259789,87.742
959976,91.841
2059110,79.615
1990921,92.779
1242300,86.584
1186998,74.904
2267914,76.87
226272,83.685
2545727,101.233
2440453,84.335
259504,72.243
711040,85.407
1300347,104.265
2184342,105.898
1489660,96.69
1927480,89.507
526030,90.787
37536,71.384
744655,102.106
27609,108.686
613195,89.682
335507,103.991
2476285,109.734
1344217,104.689
1875790,80.819
1715122,83.822
464822,79.544
640366,86.775
1992980,87.717
1960184,89.962
1459033,83.416
396573,87.006
2298446,94.169
1043686,100.17
276151,94.445
291075,104.836
2578296,97.818
1069911,91.272
2591180,102.229
1606579,96.627
1868765,88.024
539080,103.964
1528,105.576
1442758,80.829
1520676,89.307
735253,102.421
1565968,76.081
1836136,70.442
2021804,86.397
1781209,81.146
1431708,108.261
60628,106.801
620962,87.821
371276,102.509
1900918,106.445
2335120,82.055
2213702,105.677
191937,99.16
1249407,82.244
2012547,77.296
1105664,91.05
2588211,88.362
34354,103.95
713536,90.258
128637,103.358
982504,97.893
7658,107.447
459602,90.081
2406419,89.791
2088415,99.134
631220,99.817
1646291,102.492
2453642,97.606
2545912,104.434
1910047,93.046
1835561,88.389
336047,101.157
2252938,108.622
1521512,76.508
144149,70.261
2080979,109.196
2353856,89.857
1142771,94.159
1418657,75.735
1125925,71.909
919726,88.377
298789,100.741
52703,96.176
78965,94.158
1568646,84.251
2573181,96.832
1972691,102.01
1567641,109.979
1930455,73.454
2710394,96.633
1373669,94.078
2445011,93.757
153252,86.095
1167730,99.549
1721052,79.177
2232041,88.377
1843795,77.463
1519666,87.171
848583,87.435
1941177,73.569
2508327,70.07
420496,109.252
1926149,91.788
87606,98.35
1345179,98.152
1867986,79.593
1993069,86.517
2157777,88.871
2176409,77.031
1592236,96.295
1838008,72.05
287576,93.256
1203628,88.288
466237,87.012
2038583,98.773
1054967,96.604
37636,100.769
1815044,82.991
1498796,71.418
2107710,93.581
1602176,81.561
422874,79.998
2107009,101.38
2647672,89.741
315922,107.13
2713909,101.62
2270940,76.227
78727,98.316
1291744,101.16
1158384,90.149
1301878,103.611
1592925,78.431
1766235,86.987
1767491,81.997
938165,86.356
997592,102.257
2671430,108.163
1058019,84.966
2538414,105.206
2576949,98.18
425435,106.854
1579521,101.129
1038414,75.52
1520370,106.667
1017822,93.232
1790674,101.736
906849,85.227
2578069,70.384
618624,96.937
1888965,73.367
429697,105.732
2635935,103.329
2546322,100.107
2678866,72.132
1872215,79.573
53450,99.453
181829,91.621
2624334,100.661
585888,100.967
1197713,89.911
2007807,71.649
2233093,103.847
839973,81.521
1882930,102.181
971520,79.962
1767535,86.007
1546779,83.402
2010520,73.05
13441,102.642
1790740,98.736
255956,87.006
370442,106.191
1506174,104.579
606584,104.623
1747125,90.727
1385195,83.526
982455,104.814
1229792,91.326
56841,91.011
1660115,106.523
474921,70.326
854357,84.815
2544396,82.419
2722156,76.575
987177,89.986
2317576,95.355
1388634,107.188
1498887,85.889
1038000,74.864
1677587,82.252
1550657,97.289
1624069,78.269
626119,81.792
1006531,84.51
1397177,98.252
1341896,70.543
1069961,104.472
2717737,92.12
940609,91.916
2334712,101.798
2520910,94.95
115803,109.361
123953,82.716
1179390,106.788
412261,83.483
1891992,70.515
29738,81.794
2280507,92.8
1642502,95.927
951834,84.317
353023,97.447
2342329,90.498
2026260,72.151
2626612,77.934
139090,89.382
1242189,107.009
1058786,108.556
2028059,98.478
779563,75.782
947202,79.018
655753,88.798
2709794,74.037
2679541,85.99
1360558,88.721
2720696,81.67
1077286,109.333
184258,105.452
1834871,104.524
1765909,103.288
509816,77.616
2667111,103.446
616964,101.935
1738045,70.171
1093640,108.745
984669,96.948
799313,89.855
1929592,81.559
853558,105.847
2108827,89.774
1429172,109.116
864616,85.525
494236,76.837
1105574,93.369
17261,86.792
2562207,107.261
317366,83.075
1681546,71.096
1219315,96.512
2313665,83.589
2482197,81.998
1335071,90.421
316299,85.904
200798,86.908
954076,76.143
2167092,82.885
1108053,74.161
1198440,82.44
626996,91.622
2442998,72.93
915058,94.045
1653464,79.18
40645,70.407
1331852,71.261
2167343,109.033
2654056,83.324
2429796,96.316
1088721,105.196
646981,93.258
1294284,76.721
2101499,100.068
1418772,84.276
1211371,80.677
899896,91.875
435638,106.361
477968,83.521
1856133,91.85
1345291,91.462
364915,74.595
205971,76.022
2125256,85.606
2410474,81.67
1167498,93.965
675947,77.475
1749127,101.776
389713,78.883
838665,70.543
686651,87.653
2044121,83.107
1808406,106.042
180554,100.076
1128502,87.515
2635397,91.119
1991862,80.503
452889,92.743
1239668,74.361
2629115,87.26
1036662,87.229
1671750,84.966
2133074,89.637
776255,106.466
149128,82.468
1835768,96.851
1626165,71.069
1354700,82.796
1156563,103.354
168615,101.86
2425512,88.25
2189897,74.821
96045,89.169
595654,91.659
998421,75.248
2247749,108.448
867598,87.495
1273650,99.947
34184,71.7
1223706,106.022
461188,99.669
284467,96.886
1123286,99.955
1417428,84.489
837209,83.251
1592263,100.658
2597705,78.391
350126,105.801
1097896,92.573
1712658,89.827
580720,90.273
397061,72.398
1386457,93.608
1283430,102.251
1496979,94.498
1014664,90.078
2449656,91.586
937646,79.37
625377,107.722
2047515,79.779
2260381,86.496
448089,83.653
1180602,84.144
2137656,75.902
230355,77.742
695819,101.424
213141,77.631
2125029,92.311
2725032,83.902
1407229,83.75
2472780,108.476
66450,89.557
608852,108.06
878979,70.597
1001717,76.37
269117,88.04
1880363,96.239
984913,86.773
2442324,97.778
1271506,93.193
2272892,72.503
2850,91.016
71129,91.833
2003920,92.474
2269809,81.993
1905458,103.925
160760,85.706
1816248,81.292
939190,88.841
947672,94.374
888430,99.287
1178227,90.365
1599630,99.286
2566381,75.169
627144,77.262
694268,100.988
695003,75.356
265509,87.116
2088867,99.299
1137994,83.724
1307924,82.832
486182,101.204
1834840,96.909
959916,78.22
2550861,84.493
1488029,87.709
829626,83.98
999308,73.264
2101945,76.791
314552,73.56
1280384,74.85
1138073,81.818
41451,96.776
759325,92.746
2455174,95.101
2567292,79.896
1457754,84.074
1763689,79.206
2536360,95.486
1028041,107.057
2572415,108.127
1988058,77.698
2295153,90.924
425491,97.598
2006389,94.766
2160098,108.369
2069497,79.565
2049999,87.325
1910072,71.597
1463361,77.135
2317645,86.755
840371,103.743
2257390,76.271
2701663,84.67
381949,85.088
1559292,107.654
2586589,84.035
1159348,70.322
1003248,95.677
1998058,89.09
346569,92.06
2123710,85.282
1547832,76.001
1343733,81.807
248770,76.946
609671,71.644
2180679,76.487
2694699,70.672
1235616,84.967
771311,86.954
1528952,84.566
1111098,80.433
525671,77.455
229327,99.854
2024957,94.13
2045214,80.238
1975062,103.494
1249103,80.257
686801,100.24
400406,97.745
2667353,103.275
665860,81.462
107283,83.627
368135,71.245
8248,103.702
250041,102.778
1474520,96.441
1885060,106.723
948774,106.66
1761070,93.451
235720,107.188
1226150,95.069
1127129,79.802
104702,82.356
108240,91.665
416808,87.539
959805,71.864
2168710,90.336
850153,82.259
963104,92.985
2544767,89.539
1789443,91.341
596524,98.371
261573,93.651
404496,81.366
2004968,98.037
55720,109.683
1021423,83.096
362675,86.379
1695396,91.024
1888253,85.727
579715,89.34
1719693,99.334
1170657,108.469
913869,101.074
398769,78.494
2547949,89.579
2575949,95.388
1568279,92.386
1373008,87.978
2343891,97.023
960017,101.7
1914508,91.377
37229,78.08
681304,88.467
552201,83.472
101844,93.477
1032336,84.544
2141408,77.818
1344701,84.186
1594873,88.106
2683477,103.548
1430400,88.938
336858,97.096
1251511,88.343
2573583,98.353
654938,81.993
670334,88.478
1739608,79.597
2060455,106.82
6480,83.527
2019480,97.368
1240849,96.563
1707555,97.396
2022951,98.767
2510093,71.641
1789619,83.716
1066183,77.1
2176637,79.398
598328,75.602
1825691,93.83
320688,74.428
1645853,101.423
232372,97.608
1458789,107.062
2336639,89.087
651425,86.518
1673863,71.454
898851,79.654
2587688,85.436
1718504,93.747
2088063,99.028
1093181,106.914
1220035,91.853
690001,102.597
1765017,90.039
221341,93.627
797993,104.81
262271,98.642
2211215,96.074
2499331,104.872
1342721,94.922
507835,87.175
441525,84.179
256968,98.377
1533775,76.598
639251,94.395
934140,92.341
848485,92.474
1044767,106.108
190096,81.296
851712,80.913
622919,97.219
1723345,105.334
548789,103.956
850295,86.419
2491682,104.067
744680,87.723
2412187,97.176
177043,106.486
323424,107.937
495805,93.209
2536278,104.404
242337,91.678
2013547,105.467
1240407,109.439
644191,107.183
405012,75.01
693667,92.721
1163178,89.962
1938917,89.271
1822721,91.543
2601134,74.952
1869342,97.798
2400183,109.962
2254149,87.552
554537,79.558
1372681,85.772
1821826,106.768
752660,72.657
1249408,71.401
235162,71.855
1563767,83.979
2173346,98.199
1841484,71.856
355403,105.063
1603150,97.863
2239485,95.279
2694185,79.026
1858386,104.428
459026,92.23
1910730,79.096
585153,99.294
954716,79.003
1057853,72.399
840292,79.652
2182470,83.198
487820,104.233
1045286,103.429
1226417,80.329
1685875,109.937
2667709,91.162
904989,97.975
1097451,77.29
890822,103.294
1726528,84.705
383896,94.26
496488,72.16
525909,107.417
49365,103.047
602344,75.423
2131104,108.578
682936,79.784
2662760,87.773
477496,72.747
2601495,75.93
1812017,83.227
1478600,70.881
1884272,107.049
176226,82.721
1339172,88.358
1925961,88.96
944901,92.922
1007564,102.89
2116585,75.304
978950,97.011
2673336,94.061
334878,103.724
95032,91.49
777782,75.01
1781642,80.507
1064868,78.334
1301362,108.163
11787,102.052
1627652,108.932
783713,73.339
1261942,87.519
2306301,101.323
641595,90.992
787854,95.101
1332525,109.778
2417269,83.803
408510,91.687
1260164,98.615
2079710,71.172
1798880,72.697
1941317,92.873
309403,79.198
2721118,104.719
347800,82.754
44094,97.526
2516685,70.356
77638,90.962
1492044,71.961
1255561,109.034
1235576,91.184
1470820,77.818
1807707,107.142
2230397,90.207
302518,73.792
750872,85.761
1886895,93.902
2016794,100.155
2192753,100.681
1429195,78.538
657969,83.291
2659031,104.63
1075513,93.264
767443,71.806
1652725,106.299
54766,70.449
423968,74.343
1374725,74.221
1742977,101.452
1996577,75.417
1819324,100.076
624278,96.913
514479,88.75
288952,94.257
1197104,87.919
1602615,89.186
841277,80.458
2519673,71.173
1814503,108.629
291432,70.146
2497871,70.156
519055,74.481
502062,78.671
